350,828,0
345,1304,0
349,1828,0
355,2356,0
358,2876,0
360,3392,0
361,3904,0
356,4436,0
341,4952,0
319,5484,0
290,6212,0
264,7232,0
246,8252,0
221,9272,0
236,10292,0
284,11400,0
305,12504,0
309,13608,0
313,14712,0
338,15820,0
389,16924,0
386,18028,0
388,19132,0
369,20240,0
365,21344,0
364,22448,0
341,23560,0
315,24660,0
283,25764,0
248,26868,0
248,27972,0
241,29080,0
232,30184,0
257,31288,0
293,32392,0
330,33500,0
343,34604,0
361,35708,0
371,36812,0
373,37920,0
383,39024,0
382,40128,0
363,41232,0
360,42340,0
352,43444,0
337,44548,0
297,45652,0
264,46760,0
255,47864,0
236,48968,0
234,50072,0
256,51180,0
284,52284,0
314,53388,0
337,54492,0
372,55600,0
376,56704,0
376,57808,0
370,58912,0
367,60020,0
361,61124,0
360,62228,0
351,63332,0
330,64440,0
296,65548,0
277,66648,0
262,67752,0
241,68860,0
232,69964,0
244,71068,0
265,72172,0
309,73280,0
344,74384,0
373,75488,0
373,76592,0
376,77700,0
389,78804,0
382,79908,0
366,81012,0
354,82120,0
345,83224,0
324,84328,0
296,85432,0
274,86540,0
273,87644,0
239,88748,0
226,89852,0
242,90960,0
277,92064,0
313,93168,0
333,94272,0
360,95380,0
374,96484,0
378,97588,0
388,98692,0
383,99800,0
362,100904,0
361,102092,0
358,103284,0
324,104472,0
287,105664,0
278,106852,0
274,108044,0
223,109232,0
209,110424,0
230,111612,0
292,112804,0
349,113992,0
392,115184,0
391,116372,0
394,117564,0
384,118752,0
367,119944,0
353,121132,0
356,122324,0
343,123512,0
329,124704,0
297,125892,0
257,127084,0
222,128272,0
206,129464,0
256,130652,0
272,131844,0
310,133032,0
328,134224,0
356,135412,0
366,136604,0
385,137792,0
392,138984,0
384,140172,0
363,141364,0
351,142552,0
335,143744,0
327,144932,0
305,146124,0
283,147312,0
240,148504,0
217,149692,0
234,150884,0
274,152072,0
304,153264,0
321,154452,0
345,155644,0
379,156832,0
390,158024,0
408,159212,0
390,160404,0
359,161592,0
351,162784,0
339,163972,0
310,165164,0
271,166352,0
253,167544,0
232,168732,0
226,169924,0
250,171112,0
274,172304,0
312,173492,0
341,174684,0
371,175872,0
380,177064,0
387,178252,0
395,179444,0
379,180632,0
364,181824,0
352,183012,0
338,184204,0
304,185392,0
270,186584,0
254,187772,0
224,188964,0
227,190152,0
253,191344,0
286,192532,0
320,193724,0
347,194912,0
373,196104,0
378,197292,0
386,198484,0
382,199672,0
369,200864,0
362,202052,0
353,203244,0
333,204432,0
293,205624,0
275,206812,0
270,208004,0
223,209192,0
220,210384,0
256,211572,0
297,212764,0
312,213952,0
343,215144,0
383,216332,0
393,217524,0
383,218712,0
375,219904,0
378,221092,0
374,222284,0
350,223472,0
311,224664,0
284,225852,0
259,227044,0
277,228232,0
237,229424,0
222,230612,0
248,231804,0
313,232992,0
338,234184,0
359,235372,0
364,236564,0
370,237752,0
388,238944,0
388,240132,0
377,241324,0
362,242512,0
346,243704,0
326,244892,0
276,246084,0
250,247272,0
233,248464,0
237,249652,0
254,250844,0
273,252032,0
298,253224,0
325,254412,0
362,255604,0
379,256792,0
373,257984,0
385,259172,0
383,260364,0
377,261552,0
363,262744,0
338,263932,0
310,265124,0
271,266312,0
259,267504,0
236,268692,0
235,269884,0
244,271072,0
267,272264,0
299,273452,0
328,274644,0
365,275832,0
380,277024,0
385,278212,0
394,279404,0
391,280592,0
370,281784,0
357,282972,0
333,284164,0
302,285352,0
280,286544,0
268,287732,0
228,288924,0
218,290112,0
243,291304,0
281,292492,0
322,293684,0
346,294872,0
369,296064,0
373,297252,0
379,298444,0
392,299632,0
381,300824,0
377,302012,0
362,303204,0
328,304392,0
284,305584,0
263,306772,0
268,307964,0
232,309152,0
214,310344,0
236,311532,0
298,312724,0
338,313912,0
345,315104,0
355,316292,0
371,317484,0
399,318672,0
398,319864,0
384,321052,0
379,322244,0
362,323432,0
330,324624,0
287,325812,0
271,327004,0
253,328192,0
206,329384,0
197,330572,0
228,331764,0
289,332952,0
329,334144,0
363,335332,0
385,336524,0
391,337712,0
406,338904,0
404,340092,0
387,341284,0
372,342472,0
353,343664,0
318,344852,0
277,346044,0
258,347232,0
229,348424,0
209,349612,0
225,350804,0
248,351992,0
296,353184,0
335,354372,0
367,355564,0
369,356752,0
384,357944,0
414,359132,0
412,360324,0
388,361512,0
370,362704,0
347,363892,0
310,365084,0
267,366272,0
253,367464,0
223,368656,0
203,369844,0
221,371032,0
249,372224,0
309,373412,0
361,374604,0
387,375792,0
385,376984,0
385,378172,0
386,379364,0
380,380552,0
364,381744,0
369,382932,0
344,384124,0
307,385312,0
263,386504,0
249,387692,0
214,388884,0
214,390072,0
233,391264,0
272,392452,0
310,393644,0
339,394832,0
373,396024,0
394,397212,0
409,398404,0
402,399592,0
383,400784,0
388,401972,0
373,403164,0
335,404352,0
292,405544,0
255,406732,0
242,407924,0
206,409112,0
211,410304,0
240,411492,0
281,412688,0
316,413872,0
356,415064,0
386,416252,0
390,417444,0
399,418632,0
399,419824,0
382,421012,0
383,422204,0
365,423392,0
328,424584,0
272,425772,0
240,426964,0
235,428152,0
210,429344,0
222,430532,0
243,431724,0
286,432912,0
324,434104,0
358,435292,0
387,436484,0
404,437672,0
416,438864,0
407,440052,0
373,441244,0
369,442432,0
355,443624,0
330,444812,0
271,446004,0
252,447192,0
242,448384,0
219,449572,0
227,450764,0
231,451952,0
279,453144,0
316,454332,0
365,455524,0
392,456720,0
395,457904,0
402,459092,0
400,460284,0
381,461472,0
383,462664,0
364,463852,0
322,465044,0
266,466232,0
226,467424,0
210,468612,0
217,469804,0
245,470992,0
259,472184,0
289,473372,0
320,474564,0
377,475752,0
398,476944,0
381,478132,0
396,479324,0
405,480512,0
390,481704,0
369,482892,0
340,484084,0
312,485272,0
266,486464,0
243,487652,0
209,488844,0
200,490032,0
226,491224,0
287,492412,0
308,493604,0
341,494792,0
373,495984,0
392,497172,0
394,498364,0
401,499552,0
395,500748,0
373,501932,0
360,503124,0
350,504312,0
310,505504,0
253,506692,0
242,507884,0
213,509072,0
217,510264,0
238,511452,0
273,512644,0
311,513832,0
349,515024,0
378,516212,0
398,517404,0
404,518592,0
403,519784,0
395,520972,0
389,522164,0
357,523352,0
325,524544,0
294,525732,0
250,526924,0
233,528112,0
192,529304,0
209,530492,0
243,531684,0
284,532872,0
324,534064,0
359,535252,0
386,536444,0
394,537632,0
407,538824,0
405,540012,0
386,541204,0
379,542392,0
357,543584,0
322,544780,0
272,545964,0
249,547152,0
234,548344,0
196,549532,0
217,550724,0
262,551912,0
310,553104,0
331,554292,0
356,555484,0
390,556672,0
399,557864,0
398,559052,0
391,560244,0
370,561432,0
370,562624,0
364,563812,0
322,565004,0
268,566192,0
234,567384,0
204,568572,0
200,569764,0
231,570952,0
272,572144,0
299,573332,0
334,574524,0
374,575712,0
399,576904,0
408,578092,0
410,579284,0
391,580472,0
374,581664,0
377,582852,0
350,584044,0
308,585232,0
247,586424,0
243,587612,0
211,588808,0
210,589992,0
234,591184,0
267,592372,0
302,593564,0
338,594752,0
376,595944,0
387,597132,0
396,598324,0
424,599512,0
402,600704,0
368,601892,0
366,603084,0
342,604272,0
299,605464,0
261,606652,0
235,607844,0
207,609032,0
200,610224,0
233,611412,0
277,612604,0
311,613792,0
352,614984,0
381,616172,0
408,617364,0
404,618552,0
404,619744,0
386,620932,0
381,622124,0
384,623312,0
339,624504,0
282,625692,0
239,626884,0
238,628072,0
203,629264,0
200,630452,0
236,631644,0
280,632840,0
321,634024,0
362,635212,0
390,636404,0
398,637592,0
405,638784,0
397,639972,0
371,641164,0
373,642352,0
367,643544,0
342,644732,0
286,645924,0
254,647112,0
231,648304,0
198,649492,0
209,650684,0
248,651872,0
308,653064,0
335,654252,0
363,655444,0
377,656632,0
388,657824,0
412,659012,0
390,660204,0
376,661392,0
380,662584,0
361,663772,0
329,664964,0
261,666152,0
245,667344,0
214,668532,0
195,669724,0
202,670912,0
241,672104,0
312,673292,0
359,674484,0
402,675672,0
400,676868,0
391,678052,0
399,679244,0
395,680432,0
379,681624,0
371,682812,0
345,684004,0
315,685192,0
271,686384,0
238,687572,0
198,688764,0
185,689952,0
226,691144,0
256,692332,0
304,693524,0
341,694712,0
390,695904,0
407,697092,0
424,698284,0
423,699472,0
397,700664,0
366,701852,0
360,703044,0
318,704232,0
286,705424,0
253,706612,0
242,707804,0
215,708992,0
208,710184,0
233,711372,0
263,712564,0
318,713752,0
358,714944,0
380,716132,0
381,717324,0
388,718512,0
417,719704,0
421,720892,0
402,722084,0
379,723272,0
321,724464,0
275,725652,0
241,726844,0
236,728032,0
197,729224,0
201,730412,0
241,731604,0
292,732792,0
327,733984,0
352,735172,0
385,736364,0
399,737552,0
407,738744,0
398,739932,0
380,741124,0
377,742312,0
372,743504,0
335,744692,0
276,745884,0
245,747072,0
233,748264,0
198,749452,0
215,750644,0
250,751832,0
298,753024,0
320,754212,0
361,755404,0
388,756592,0
400,757784,0
415,758972,0
408,760164,0
390,761352,0
374,762544,0
339,763732,0
298,764924,0
265,766112,0
242,767304,0
232,768492,0
198,769684,0
209,770872,0
243,772064,0
328,773252,0
359,774444,0
370,775632,0
402,776824,0
410,778012,0
408,779204,0
380,780392,0
359,781584,0
359,782772,0
336,783964,0
293,785152,0
262,786344,0
273,787532,0
236,788724,0
213,789912,0
210,791104,0
259,792292,0
